player_id,name,long_name,position,nationality,dob,primary_club,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,international_reputation,pace,shooting,passing,dribbling,defending,physic,nationality_norm,group
262557,M. Caputo,Max Caputo,ST,Australia,2005-08-17,Melbourne City,50,70,130000.0,500.0,16,182,74,1,65.0,50.0,39.0,49.0,23.0,50.0,Australia,Group D
264057,J. Nieuwenhuizen,James Nieuwenhuizen,GK,Australia,2004-01-17,Melbourne City,50,67,100000.0,500.0,18,184,74,1,,,,,,,Australia,Group D
265533,B. Collins,Ben Collins,CB,Australia,2000-01-15,Western United,50,54,60000.0,500.0,22,191,89,1,57.0,22.0,30.0,33.0,50.0,57.0,Australia,Group D
268408,L. Oresti,Luke Oresti,"CAM, CM",Australia,2003-06-30,Melbourne City,50,66,120000.0,1000.0,19,173,68,1,63.0,45.0,45.0,53.0,34.0,41.0,Australia,Group D
268698,E. Caspers,Edward Caspers,"CM, CAM",Australia,2003-09-24,Macarthur,50,62,110000.0,500.0,18,176,68,1,63.0,40.0,51.0,51.0,39.0,46.0,Australia,Group D
269792,W. Wilson,Will Wilson,CM,Australia,2001-12-23,Melbourne Victory,50,62,110000.0,1000.0,20,170,75,1,72.0,49.0,48.0,47.0,40.0,55.0,Australia,Group D
270121,N. Blair,Nathaneal Blair,ST,Australia,2004-03-15,Western Sydney Wanderers,50,64,110000.0,600.0,18,180,70,1,54.0,47.0,34.0,42.0,27.0,68.0,Australia,Group D
272737,A. Simmons,Aidan Simmons,"RM, LM",Australia,2003-05-26,Western Sydney Wanderers,50,63,110000.0,800.0,19,170,65,1,70.0,42.0,42.0,54.0,31.0,39.0,Australia,Group D
273082,T. Waddingham,Thomas Waddingham,"ST, LM",Australia,2005-04-05,Brisbane Roar,50,63,110000.0,500.0,17,180,75,1,64.0,47.0,40.0,50.0,32.0,53.0,Australia,Group D
260522,A. Taleb,Ahmad Taleb,GK,Australia,2002-12-04,Melbourne Victory,49,63,100000.0,500.0,19,188,80,1,,,,,,,Australia,Group D
272384,I. Hovar,Isaac Hovar,"LB, LWB",Australia,2002-09-08,Macarthur,49,60,100000.0,500.0,19,178,71,1,55.0,38.0,34.0,48.0,48.0,56.0,Australia,Group D
272504,L. Duke,Lachlan Duke,GK,Australia,2005-03-23,Brisbane Roar,49,64,90000.0,500.0,17,183,75,1,,,,,,,Australia,Group D
272385,O. Jones,Oliver Jones,"CM, CDM",Australia,2003-09-09,Macarthur,48,59,100000.0,500.0,18,178,72,1,61.0,41.0,50.0,51.0,38.0,45.0,Australia,Group D
272597,M. Adus,Moonib Adus,CDM,Australia,2003-01-13,Newcastle Jets,48,60,110000.0,500.0,19,180,80,1,67.0,29.0,44.0,48.0,43.0,61.0,Australia,Group D
272461,R. Youlley,Rhys Youlley,CM,Australia,2005-02-13,Macarthur,47,61,110000.0,500.0,17,170,66,1,58.0,38.0,45.0,49.0,39.0,43.0,Australia,Group D
197445,D. Alaba,David Olatukunbo Alaba,"CB, LB",Austria,1992-06-24,Real Madrid,86,86,55500000.0,220000.0,30,180,78,4,79.0,71.0,83.0,80.0,85.0,77.0,Austria,Group J
225375,K. Laimer,Konrad Laimer,"CDM, CM",Austria,1997-05-27,RB Leipzig,83,84,38500000.0,64000.0,25,180,72,2,80.0,68.0,78.0,79.0,81.0,78.0,Austria,Group J
184200,M. Arnautović,Marko Arnautović,ST,Austria,1989-04-19,Bologna,82,82,19500000.0,51000.0,33,192,83,3,78.0,82.0,79.0,79.0,44.0,82.0,Austria,Group J
204923,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",Austria,1994-03-17,FC Bayern München,81,81,25500000.0,72000.0,28,178,76,3,69.0,80.0,80.0,79.0,69.0,76.0,Austria,Group J
233195,X. Schlager,Xaver Schlager,"CDM, CM",Austria,1997-09-28,RB Leipzig,81,84,32000000.0,49000.0,24,174,78,2,72.0,70.0,74.0,78.0,74.0,82.0,Austria,Group J
199813,G. Trauner,Gernot Trauner,CB,Austria,1992-03-25,Feyenoord,79,79,14500000.0,13000.0,30,183,82,2,66.0,57.0,67.0,67.0,80.0,86.0,Austria,Group J
193254,C. Trimmel,Christopher Trimmel,"RWB, RM, RB",Austria,1987-02-24,FC Union Berlin,78,78,4300000.0,22000.0,35,189,82,2,72.0,65.0,74.0,68.0,75.0,80.0,Austria,Group J
228336,F. Grillitsch,Florian Grillitsch,"CDM, CB, CM",Austria,1995-08-07,Ajax,78,80,15500000.0,17000.0,26,187,77,2,65.0,60.0,78.0,77.0,75.0,66.0,Austria,Group J
231366,P. Lienhart,Philipp Lienhart,CB,Austria,1996-07-11,SC Freiburg,78,80,15500000.0,27000.0,25,189,83,2,70.0,28.0,56.0,62.0,80.0,74.0,Austria,Group J
239901,S. Kalajdžić,Saša Kalajdžić,ST,Austria,1997-07-07,Wolverhampton Wanderers,78,81,19500000.0,72000.0,24,200,93,2,63.0,75.0,68.0,73.0,46.0,70.0,Austria,Group J
242187,C. Baumgartner,Christoph Baumgartner,"CAM, CM, ST",Austria,1999-08-01,TSG Hoffenheim,78,84,22500000.0,32000.0,22,180,73,2,75.0,72.0,73.0,80.0,44.0,57.0,Austria,Group J
199439,M. Gregoritsch,Michael Gregoritsch,ST,Austria,1994-04-18,SC Freiburg,77,77,11000000.0,32000.0,28,193,91,2,58.0,77.0,72.0,71.0,42.0,73.0,Austria,Group J
195038,F. Kainz,Florian Kainz,"LM, RM",Austria,1992-10-24,FC Köln,76,76,7500000.0,28000.0,29,176,71,2,67.0,74.0,74.0,78.0,44.0,61.0,Austria,Group J
223724,S. Lainer,Stefan Lainer,RB,Austria,1992-08-27,Borussia Mönchengladbach,76,76,6500000.0,26000.0,29,175,73,2,74.0,63.0,67.0,70.0,73.0,79.0,Austria,Group J
237985,K. Danso,Kevin Danso,CB,Austria,1998-09-19,Lens,76,81,10000000.0,24000.0,23,190,85,1,79.0,32.0,50.0,58.0,74.0,79.0,Austria,Group J
240916,D. Ljubičić,Dejan Ljubičić,"RM, CDM, CM",Austria,1997-10-08,FC Köln,76,79,10000000.0,23000.0,24,187,74,1,78.0,70.0,71.0,75.0,72.0,78.0,Austria,Group J
254566,P. Wimmer,Patrick Wimmer,"RM, LM",Austria,2001-05-30,VfL Wolfsburg,76,84,17000000.0,30000.0,21,182,77,1,85.0,66.0,69.0,77.0,48.0,73.0,Austria,Group J
193247,H. Lindner,Heinz Lindner,GK,Austria,1990-07-17,Sion,75,75,3000000.0,18000.0,31,188,82,1,,,,,,,Austria,Group J
223671,S. Posch,Stefan Posch,"CB, RB",Austria,1997-05-14,Bologna,75,79,7000000.0,27000.0,25,189,82,2,75.0,29.0,50.0,45.0,79.0,71.0,Austria,Group J
229071,K. Onisiwo,Karim Onisiwo,ST,Austria,1992-03-17,FSV Mainz 05,75,75,5500000.0,28000.0,30,188,88,2,80.0,71.0,63.0,73.0,50.0,82.0,Austria,Group J
231838,M. Wöber,Maximilian Wöber,"CB, LB",Austria,1998-02-04,Leeds United,75,80,7500000.0,28000.0,24,189,82,1,72.0,52.0,66.0,64.0,74.0,80.0,Austria,Group J
237595,M. Friedl,Marco Friedl,CB,Austria,1998-03-16,Werder Bremen,75,78,7000000.0,18000.0,24,187,82,1,67.0,42.0,60.0,67.0,77.0,75.0,Austria,Group J
257876,N. Seiwald,Nicolas Seiwald,"CM, CDM",Austria,2001-05-04,Salzburg,75,84,12500000.0,19000.0,21,179,70,1,73.0,62.0,73.0,72.0,72.0,74.0,Austria,Group J
189606,J. Baumgartlinger,Julian Baumgartlinger,"CDM, CM",Austria,1988-01-02,FC Augsburg,74,74,1400000.0,22000.0,34,181,85,2,54.0,49.0,67.0,68.0,74.0,75.0,Austria,Group J
201290,R. Žulj,Robert Žulj,CAM,Austria,1992-02-05,LASK Linz,74,74,4100000.0,24000.0,30,189,89,1,58.0,76.0,76.0,74.0,40.0,70.0,Austria,Group J
204497,K. Stöger,Kevin Stöger,"CM, CAM, CDM",Austria,1993-08-27,VfL Bochum 1848,74,74,4200000.0,22000.0,28,175,74,1,56.0,68.0,79.0,75.0,46.0,63.0,Austria,Group J
204688,S. Schwab,Stefan Schwab,"CM, CDM",Austria,1990-09-27,PAOK,74,74,3500000.0,1000.0,31,183,77,1,63.0,71.0,75.0,72.0,70.0,75.0,Austria,Group J
211147,V. Lazaro,Valentino Lazaro,"RWB, RM, LM",Austria,1996-03-24,Torino,74,75,4500000.0,42000.0,26,180,75,2,76.0,69.0,74.0,75.0,67.0,66.0,Austria,Group J
216175,C. Stanković,Cican Stanković,GK,Austria,1992-11-04,AEK Athens,74,74,2900000.0,950.0,29,187,86,1,,,,,,,Austria,Group J
216275,P. Mwene,Phillipp Mwene,"RB, LB",Austria,1994-01-29,PSV,74,74,3800000.0,15000.0,28,172,68,1,79.0,50.0,66.0,74.0,68.0,70.0,Austria,Group J
252017,F. Daniliuc,Flavius David Daniliuc,"CB, RB",Austria,2001-04-27,Salernitana,74,80,6000000.0,15000.0,21,188,80,1,55.0,42.0,61.0,60.0,74.0,75.0,Austria,Group J
169324,A. Ulmer,Andreas Ulmer,LB,Austria,1985-10-30,Salzburg,73,73,675000.0,14000.0,36,175,73,1,69.0,62.0,69.0,73.0,71.0,71.0,Austria,Group J
194017,A. Weimann,Andreas Weimann,"ST, CAM, CM",Austria,1991-08-05,Bristol City,73,73,3000000.0,30000.0,30,178,76,1,82.0,72.0,65.0,71.0,45.0,72.0,Austria,Group J
199909,P. Pervan,Pavao Pervan,GK,Austria,1987-11-13,VfL Wolfsburg,73,73,525000.0,24000.0,34,194,88,1,,,,,,,Austria,Group J
239701,R. Schmid,Romano Christian Schmid,"CAM, CM",Austria,2000-01-27,Werder Bremen,73,79,4900000.0,17000.0,22,174,73,1,79.0,64.0,69.0,78.0,51.0,56.0,Austria,Group J
255420,E. Kara,Ercan Kara,ST,Austria,1996-01-03,Orlando City,73,74,3600000.0,8000.0,26,192,88,1,75.0,74.0,52.0,62.0,28.0,85.0,Austria,Group J
187498,J. Jantscher,Jakob Jantscher,ST,Austria,1989-01-08,Sturm Graz,72,72,1500000.0,17000.0,33,181,69,1,67.0,73.0,73.0,72.0,38.0,65.0,Austria,Group J
193584,G. Burgstaller,Guido Burgstaller,ST,Austria,1989-04-29,Rapid Vienna,72,72,1500000.0,23000.0,33,187,80,1,56.0,73.0,66.0,67.0,39.0,80.0,Austria,Group J
194665,S. Ilsanker,Stefan Ilsanker,"CB, CDM",Austria,1989-05-18,Genoa,72,72,1100000.0,4000.0,33,189,85,2,53.0,53.0,50.0,50.0,73.0,79.0,Austria,Group J
209532,D. Bachmann,Daniel Bachmann,GK,Austria,1994-07-09,Watford,72,72,1800000.0,22000.0,27,191,81,1,,,,,,,Austria,Group J
215522,A. Schlager,Alexander Schlager,GK,Austria,1996-02-01,LASK Linz,72,75,2400000.0,14000.0,26,184,77,1,,,,,,,Austria,Group J
221944,P. Michorl,Peter Michorl,"CM, CDM, CAM",Austria,1995-05-09,LASK Linz,72,72,2500000.0,19000.0,27,176,71,1,67.0,66.0,75.0,71.0,64.0,67.0,Austria,Group J
224271,T. Goiginger,Thomas Goiginger,"RM, LM, CF",Austria,1993-03-15,LASK Linz,72,72,2300000.0,20000.0,29,181,69,1,80.0,69.0,69.0,70.0,35.0,62.0,Austria,Group J
236935,H. Wolf,Hannes Wolf,"CAM, LM, LB",Austria,1999-04-16,Borussia Mönchengladbach,72,78,3700000.0,17000.0,23,179,71,1,76.0,68.0,67.0,76.0,36.0,65.0,Austria,Group J
256548,M. Grüll,Marco Grüll,"LM, ST",Austria,1998-07-06,Rapid Vienna,72,77,3500000.0,18000.0,23,182,74,1,86.0,70.0,65.0,74.0,32.0,67.0,Austria,Group J
193277,J. Siebenhandl,Jörg Siebenhandl,GK,Austria,1990-01-18,Sturm Graz,71,71,925000.0,10000.0,32,183,81,1,,,,,,,Austria,Group J
210313,T. Murg,Thomas Murg,"RW, LW",Austria,1994-11-14,PAOK,71,71,2000000.0,1000.0,27,174,70,1,80.0,69.0,69.0,73.0,40.0,62.0,Austria,Group J
210489,L. Schaub,Louis Schaub,"CAM, RM, CM",Austria,1994-12-29,Hannover 96,71,71,2000000.0,18000.0,27,177,72,1,59.0,66.0,71.0,74.0,41.0,67.0,Austria,Group J
213301,S. Horvath,Sascha Horvath,"CAM, RM, LM",Austria,1996-08-22,LASK Linz,71,74,2500000.0,16000.0,25,168,60,1,86.0,69.0,67.0,75.0,44.0,57.0,Austria,Group J
223426,B. Zech,Benedikt Zech,CB,Austria,1990-11-03,Pogoń Szczecin,71,71,1300000.0,7000.0,31,186,73,1,82.0,29.0,55.0,57.0,73.0,73.0,Austria,Group J
227497,M. Fraisl,Martin Fraisl,GK,Austria,1993-05-10,DSC Arminia Bielefeld,71,73,1600000.0,10000.0,29,187,79,1,,,,,,,Austria,Group J
228505,P. Pentz,Patrick Pentz,GK,Austria,1997-01-02,Reims,71,76,2200000.0,10000.0,25,182,81,1,,,,,,,Austria,Group J
238988,M. Ullmann,Maximilian Ullmann,LB,Austria,1996-06-17,Venezia,71,74,2300000.0,3000.0,26,180,65,1,86.0,60.0,63.0,68.0,63.0,73.0,Austria,Group J
241536,M. Sarkaria,Manprit Sarkaria,"CAM, ST",Austria,1996-08-26,Sturm Graz,71,74,2500000.0,13000.0,25,180,74,1,82.0,70.0,69.0,72.0,34.0,66.0,Austria,Group J
242386,C. Klarer,Christoph Klarer,CB,Austria,2000-06-14,Fortuna Düsseldorf,71,77,2700000.0,12000.0,22,191,82,1,57.0,36.0,49.0,52.0,72.0,72.0,Austria,Group J
243661,A. Vallci,Albert Vallçi,"RB, CB, LB",Austria,1995-07-02,St. Gallen,71,72,2000000.0,7000.0,26,191,82,1,73.0,57.0,60.0,56.0,71.0,79.0,Austria,Group J
251873,Y. Demir,Yusuf Demir,"RW, CAM, RM",Austria,2003-06-02,Galatasaray,71,82,4000000.0,23000.0,19,173,65,1,82.0,66.0,65.0,78.0,19.0,51.0,Austria,Group J
204493,R. Holzhauser,Raphael Holzhauser,"CAM, CM, CF",Austria,1993-02-16,1860 München,70,70,1600000.0,9000.0,29,192,84,1,47.0,74.0,76.0,69.0,57.0,70.0,Austria,Group J
210475,M. Prietl,Manuel Prietl,"CDM, CM, CB",Austria,1991-08-03,DSC Arminia Bielefeld,70,70,1300000.0,10000.0,30,187,79,1,64.0,51.0,60.0,65.0,67.0,78.0,Austria,Group J
220925,A. Schöpf,Alessandro André Schöpf,"CM, CDM, CAM",Austria,1994-02-07,Vancouver Whitecaps,70,70,1600000.0,5000.0,28,178,74,1,70.0,66.0,69.0,70.0,63.0,71.0,Austria,Group J
229818,D. Baumgartner,Dominik Baumgartner,CB,Austria,1996-07-20,Wolfsberger AC,70,72,1800000.0,9000.0,25,188,72,1,67.0,35.0,52.0,51.0,70.0,74.0,Austria,Group J
263041,A. Prass,Alexander Prass,"CM, LM",Austria,2001-05-26,Sturm Graz,70,77,3200000.0,9000.0,21,180,72,1,72.0,62.0,69.0,70.0,64.0,75.0,Austria,Group J
190589,S. Hierländer,Stefan Hierländer,"CM, RM",Austria,1991-02-03,Sturm Graz,69,69,1100000.0,10000.0,31,180,73,1,67.0,67.0,68.0,71.0,65.0,72.0,Austria,Group J
193272,S. Şahin-Radlinger,Samuel Şahin-Radlinger,GK,Austria,1992-11-07,Ried,69,69,950000.0,5000.0,29,196,94,1,,,,,,,Austria,Group J
193860,T. Schick,Thorsten Schick,"RM, RWB, RB",Austria,1990-05-19,Rapid Vienna,69,69,1100000.0,14000.0,32,180,73,1,69.0,64.0,69.0,67.0,65.0,68.0,Austria,Group J
204904,M. Bauer,Moritz Bauer,"RB, LB, RWB",Austria,1992-01-25,Servette,69,69,1200000.0,8000.0,30,181,74,1,76.0,46.0,65.0,69.0,65.0,68.0,Austria,Group J
209997,K. Wimmer,Kevin Wimmer,CB,Austria,1992-11-15,Rapid Vienna,69,69,1200000.0,13000.0,29,187,85,2,50.0,27.0,57.0,63.0,68.0,75.0,Austria,Group J
215370,M. Hofmann,Maximilian Hofmann,CB,Austria,1993-08-07,Rapid Vienna,69,70,1300000.0,13000.0,28,183,70,1,61.0,39.0,51.0,51.0,68.0,76.0,Austria,Group J
216184,S. Nutz,Stefan Nutz,"CAM, CF",Austria,1992-02-15,Ried,69,69,1300000.0,6000.0,30,178,70,1,64.0,68.0,71.0,69.0,53.0,65.0,Austria,Group J
223676,R. Renner,René Renner,"LB, LM",Austria,1993-11-29,LASK Linz,69,69,1300000.0,12000.0,28,182,69,1,81.0,61.0,64.0,67.0,62.0,66.0,Austria,Group J
223867,A. Gruber,Andreas Gruber,"RM, RW",Austria,1995-06-29,Austria Wien,69,69,1500000.0,10000.0,27,174,70,1,79.0,68.0,66.0,70.0,34.0,63.0,Austria,Group J
232156,M. Honsak,Mathias Honsak,"LM, ST, RM",Austria,1996-12-20,Darmstadt 98,69,70,1700000.0,10000.0,25,188,78,1,80.0,63.0,61.0,69.0,50.0,70.0,Austria,Group J
235419,N. Dovedan,Nikola Dovedan,"CF, CAM, RM",Austria,1994-07-06,Austria Wien,69,69,1500000.0,11000.0,27,172,72,1,80.0,66.0,61.0,74.0,34.0,59.0,Austria,Group J
239432,A. Grbic,Adrian Grbić,ST,Austria,1996-08-04,Lorient,69,72,1900000.0,10000.0,25,188,82,1,68.0,71.0,53.0,65.0,31.0,70.0,Austria,Group J
244491,C. Kobald,Christoph Kobald,CB,Austria,1997-08-18,Karlsruher SC,69,72,1700000.0,6000.0,24,186,80,1,67.0,26.0,54.0,54.0,70.0,70.0,Austria,Group J
257877,J. Adamu,Junior Chukwubuike Adamu,ST,Austria,2001-06-06,Salzburg,69,79,3200000.0,11000.0,21,183,75,1,81.0,69.0,52.0,67.0,22.0,68.0,Austria,Group J
261264,D. Affengruber,David Affengruber,CB,Austria,2001-03-19,Sturm Graz,69,76,2600000.0,7000.0,21,185,79,1,73.0,41.0,51.0,55.0,69.0,72.0,Austria,Group J
190076,R. Gucher,Robert Franz Gucher,"CM, CDM, CF",Austria,1991-02-20,Pisa,68,68,1000000.0,2000.0,31,183,77,1,59.0,60.0,63.0,65.0,65.0,70.0,Austria,Group J
193260,M. Pink,Markus Pink,ST,Austria,1991-02-24,Austria Klagenfurt,68,68,1000000.0,6000.0,31,188,87,1,50.0,70.0,55.0,60.0,27.0,79.0,Austria,Group J
193264,P. Farkas,Patrick Farkas,"RB, LB",Austria,1992-09-09,Hartberg,68,68,1100000.0,4000.0,29,179,78,1,76.0,60.0,61.0,65.0,63.0,71.0,Austria,Group J
194669,M. Ritzmaier,Marcel Ritzmaier,"CAM, CM",Austria,1993-04-22,Sandhausen,68,68,1200000.0,4000.0,29,181,79,1,83.0,66.0,67.0,69.0,58.0,67.0,Austria,Group J
200918,C. Knasmüllner,Christoph Knasmüllner,"CAM, CM",Austria,1992-04-30,Rapid Vienna,68,68,1200000.0,12000.0,30,181,70,1,74.0,63.0,67.0,69.0,42.0,65.0,Austria,Group J
201891,D. Tadić,Dario Tadić,ST,Austria,1990-05-11,Hartberg,68,68,975000.0,5000.0,32,177,77,1,65.0,70.0,62.0,67.0,29.0,72.0,Austria,Group J
202535,T. Röcher,Thorsten Röcher,"ST, LM, RM",Austria,1991-06-11,Wolfsberger AC,68,68,1000000.0,8000.0,31,181,78,1,68.0,69.0,63.0,70.0,23.0,69.0,Austria,Group J
203615,T. Kainz,Tobias Kainz,"CDM, CM",Austria,1992-10-31,Hartberg,68,68,1000000.0,4000.0,29,174,68,1,71.0,58.0,66.0,64.0,65.0,69.0,Austria,Group J
210482,S. Piesinger,Simon Piesinger,CB,Austria,1992-05-13,Wolfsberger AC,68,68,1000000.0,7000.0,30,196,84,1,34.0,57.0,61.0,57.0,67.0,77.0,Austria,Group J
215368,R. Ranftl,Reinhold Ranftl,"RWB, RM, RB",Austria,1992-01-24,Austria Wien,68,68,1000000.0,9000.0,30,180,77,1,72.0,56.0,63.0,67.0,60.0,69.0,Austria,Group J
216182,M. Leitgeb,Mario Leitgeb,"CDM, CM",Austria,1988-06-30,Wolfsberger AC,68,68,400000.0,7000.0,34,183,76,1,33.0,55.0,61.0,61.0,68.0,74.0,Austria,Group J
236490,K. Arase,Kelvin Arase,"RW, LW",Austria,1999-01-15,Karlsruher SC,68,74,1900000.0,6000.0,23,172,62,1,91.0,59.0,58.0,72.0,31.0,47.0,Austria,Group J
239090,P. Wiesinger,Philipp Wiesinger,CB,Austria,1994-05-23,LASK Linz,68,68,1000000.0,10000.0,28,181,74,1,66.0,54.0,57.0,59.0,70.0,63.0,Austria,Group J
239091,L. Grgic,Lukas Grgic,"CDM, CM",Austria,1995-08-17,Hajduk Split,68,71,1400000.0,500.0,26,183,79,1,69.0,44.0,60.0,62.0,66.0,83.0,Austria,Group J
239357,C. Gebauer,Christian Gebauer,"RM, LM, ST",Austria,1993-12-20,DSC Arminia Bielefeld,68,68,1200000.0,8000.0,28,187,75,1,88.0,63.0,59.0,66.0,49.0,65.0,Austria,Group J
239393,D. Frieser,Dominik Frieser,"RW, RM, LW",Austria,1993-09-09,Hartberg,68,68,1200000.0,5000.0,28,176,76,1,75.0,65.0,66.0,67.0,44.0,68.0,Austria,Group J
239708,M. Raguž,Marko Raguž,ST,Austria,1998-06-10,Austria Wien,68,73,1800000.0,8000.0,24,192,80,1,66.0,66.0,59.0,70.0,22.0,66.0,Austria,Group J
242815,D. Fitz,Dominik Fitz,"CAM, ST, LM",Austria,1999-06-16,Austria Wien,68,74,1900000.0,7000.0,23,174,67,1,70.0,66.0,68.0,69.0,33.0,52.0,Austria,Group J
244941,M. Fischer,Manfred Fischer,"LM, CAM, CM",Austria,1995-08-06,Austria Wien,68,68,1300000.0,8000.0,26,179,72,1,70.0,64.0,66.0,68.0,43.0,72.0,Austria,Group J
248471,M. Taferner,Matthäus Taferner,CM,Austria,2001-01-30,Wolfsberger AC,68,76,2700000.0,5000.0,21,170,60,1,73.0,60.0,65.0,72.0,59.0,58.0,Austria,Group J
251342,B. Pichler,Benedikt Pichler,"ST, LM, RM",Austria,1997-07-20,Holstein Kiel,68,72,1800000.0,8000.0,24,184,87,1,79.0,67.0,63.0,64.0,33.0,69.0,Austria,Group J
252317,D. Nemeth,David Nemeth,CB,Austria,2001-03-18,St. Pauli,68,75,2300000.0,5000.0,21,191,89,1,58.0,29.0,45.0,43.0,68.0,79.0,Austria,Group J
256545,A. Bajic,Ante Bajic,"RM, ST",Austria,1995-08-22,Rapid Vienna,68,68,1300000.0,12000.0,26,183,70,1,86.0,65.0,63.0,65.0,50.0,67.0,Austria,Group J
256938,N. Hedl,Niklas Hedl,GK,Austria,2001-03-17,Rapid Vienna,68,79,2300000.0,6000.0,21,188,78,1,,,,,,,Austria,Group J
262384,P. Greil,Patrick Greil,"CM, CAM, CDM",Austria,1996-09-08,Rapid Vienna,68,71,1600000.0,11000.0,25,184,75,1,68.0,61.0,68.0,68.0,51.0,65.0,Austria,Group J
262955,N. Wimmer,Nicolas Wimmer,CB,Austria,1995-03-15,Austria Klagenfurt,68,69,1200000.0,5000.0,27,190,88,1,48.0,38.0,47.0,52.0,67.0,76.0,Austria,Group J
183795,G. Margreitter,Georg Margreitter,CB,Austria,1988-11-07,Grasshopper,67,67,475000.0,5000.0,33,186,87,1,40.0,24.0,46.0,42.0,67.0,69.0,Austria,Group J
190592,M. Sollbauer,Michael Sollbauer,CB,Austria,1990-05-15,Rapid Vienna,67,67,650000.0,9000.0,32,187,86,1,50.0,28.0,45.0,51.0,67.0,77.0,Austria,Group J
190597,M. Ziegl,Marcel Ziegl,"CDM, CM, CB",Austria,1992-12-20,Ried,67,67,875000.0,4000.0,29,182,78,1,70.0,53.0,61.0,65.0,64.0,77.0,Austria,Group J
199769,M. Potzmann,Marvin Potzmann,"RB, LB, LM",Austria,1993-12-07,LASK Linz,67,67,925000.0,9000.0,28,180,78,1,74.0,62.0,62.0,67.0,63.0,67.0,Austria,Group J
203315,G. Teigl,Georg Teigl,"RB, RWB, RM",Austria,1991-02-09,Austria Wien,67,67,750000.0,6000.0,31,183,74,1,83.0,55.0,61.0,65.0,59.0,70.0,Austria,Group J
203848,R. Windbichler,Richard Windbichler,"CB, CDM",Austria,1991-04-02,Chengdu Qianbao,67,67,700000.0,3000.0,31,183,78,1,64.0,34.0,53.0,52.0,64.0,74.0,Austria,Group J
204922,A. Leitner,Andreas Leitner,GK,Austria,1994-03-25,Petrolul 52,67,69,875000.0,2000.0,28,184,72,1,,,,,,,Austria,Group J
210347,I. Lučić,Ivan Lučić,GK,Austria,1995-03-23,Hajduk Split,67,71,1100000.0,500.0,27,194,98,1,,,,,,,Austria,Group J
226924,R. Kerschbaum,Roman Kerschbaum,"CAM, CM, CDM",Austria,1994-01-19,Rapid Vienna,67,67,1000000.0,10000.0,28,180,75,1,65.0,66.0,66.0,66.0,65.0,72.0,Austria,Group J
227235,K. Kerschbaumer,Konstantin Kerschbaumer,"CM, CAM, LM",Austria,1992-07-01,Wolfsberger AC,67,67,975000.0,6000.0,30,179,78,1,72.0,65.0,64.0,67.0,60.0,76.0,Austria,Group J
229507,T. Mahrer,Thorsten Mahrer,CB,Austria,1990-01-22,Austria Klagenfurt,67,67,650000.0,4000.0,32,191,81,1,37.0,30.0,47.0,52.0,69.0,75.0,Austria,Group J
229817,R. Swete,René Swete,GK,Austria,1990-06-01,Hartberg,67,67,500000.0,3000.0,32,186,79,1,,,,,,,Austria,Group J
232900,C. Monschein,Christoph Monschein,ST,Austria,1992-10-22,Ried,67,67,1000000.0,5000.0,29,178,74,1,83.0,64.0,51.0,71.0,21.0,66.0,Austria,Group J
235135,H. Balić,Husein Balić,"ST, CF, LW",Austria,1996-02-15,LASK Linz,67,69,1300000.0,10000.0,26,183,75,1,89.0,66.0,65.0,68.0,29.0,58.0,Austria,Group J
238986,F. Luckeneder,Felix Luckeneder,CB,Austria,1994-03-21,LASK Linz,67,68,975000.0,9000.0,28,190,73,1,46.0,30.0,38.0,45.0,69.0,74.0,Austria,Group J
243442,E. Aiwu,Emanuel Aiwu,"CB, CDM",Austria,2000-12-25,Cremonese,67,77,2100000.0,3000.0,21,185,77,1,70.0,42.0,54.0,56.0,65.0,75.0,Austria,Group J
244795,J. Auer,Jonas Antonius Auer,"LB, LWB, LM",Austria,2000-08-05,Rapid Vienna,67,73,1500000.0,7000.0,21,182,77,1,77.0,55.0,61.0,65.0,62.0,63.0,Austria,Group J
244940,E. Karic,Emir Karic,"LB, LM",Austria,1997-06-09,Darmstadt 98,67,69,1200000.0,6000.0,25,184,71,1,70.0,43.0,58.0,62.0,62.0,74.0,Austria,Group J
248470,J. Handl,Johannes Handl,CB,Austria,1998-05-07,Austria Wien,67,72,1400000.0,6000.0,24,196,86,1,55.0,30.0,43.0,44.0,66.0,78.0,Austria,Group J
250813,L. Greiml,Leo Greiml,CB,Austria,2001-07-03,Schalke 04,67,80,2300000.0,6000.0,20,186,77,1,53.0,30.0,49.0,47.0,66.0,72.0,Austria,Group J
251413,A. Schmidt,Alexander Schmidt,ST,Austria,1998-01-19,Vizela,67,73,1600000.0,2000.0,24,193,88,1,54.0,65.0,47.0,61.0,33.0,75.0,Austria,Group J
251547,D. Schnegg,David Schnegg,LB,Austria,1998-09-29,Sturm Graz,67,72,1400000.0,6000.0,23,185,80,1,73.0,53.0,60.0,65.0,63.0,74.0,Austria,Group J
252318,R. Behounek,Raffael Behounek,CB,Austria,1997-04-16,Wattens,67,72,1300000.0,4000.0,25,187,80,1,65.0,28.0,45.0,45.0,65.0,78.0,Austria,Group J
261991,A. Jasic,Adis Jasic,"RB, RWB, LWB",Austria,2003-02-12,Wolfsberger AC,67,80,2300000.0,3000.0,19,178,69,1,74.0,58.0,62.0,66.0,61.0,68.0,Austria,Group J
